family,designation,source_row_id,source_edition,source_edition_count,catalog_scope
L,L4X4X7/16,500,15th,5,modern
L,L5X3.50.25,15569,ASD5,1,modern
L,L5X3.50.3125,15568,ASD5,1,modern
L,L5X3.50.375,15567,ASD5,1,modern
L,L5X3.50.4375,15566,ASD5,1,modern
L,L5X3.50.5,15565,ASD5,1,modern
L,L5X3.50.625,15564,ASD5,1,modern
L,L5X3.50.75,15563,ASD5,1,modern
L,L5X3.5X0.25,11464,LRFD1,4,modern
L,L5X3.5X0.3125,11463,LRFD1,4,modern
L,L5X3.5X0.375,11462,LRFD1,4,modern
L,L5X3.5X0.4375,11461,LRFD1,4,modern
L,L5X3.5X0.5,11460,LRFD1,4,modern
L,L5X3.5X0.625,11459,LRFD1,4,modern
L,L5X3.5X0.75,11458,LRFD1,4,modern
L,L5X30.25,15574,ASD5,1,modern
L,L5X30.3125,15573,ASD5,1,modern
L,L5X30.375,15572,ASD5,1,modern
L,L5X30.4375,15571,ASD5,1,modern
L,L5X30.5,15570,ASD5,1,modern
L,L5X3X0.25,11470,LRFD1,4,modern
L,L5X3X0.3125,11469,LRFD1,4,modern
L,L5X3X0.375,11468,LRFD1,4,modern
L,L5X3X0.4375,11467,LRFD1,4,modern
L,L5X3X0.5,11466,LRFD1,4,modern
L,L5X5X0.3125,11457,LRFD1,4,modern
L,L5X5X0.375,11456,LRFD1,4,modern
L,L5X5X0.4375,11455,LRFD1,4,modern
L,L5X5X0.5,11454,LRFD1,4,modern
L,L5X5X0.625,11453,LRFD1,4,modern
L,L5X5X0.75,11452,LRFD1,4,modern
L,L5X5X0.875,11451,LRFD1,4,modern
L,L5X5X1/2,482,15th,5,modern
L,L5X5X3/4,480,15th,5,modern
L,L5X5X3/8,484,15th,5,modern
L,L5X5X5/16,485,15th,5,modern
L,L5X5X5/8,481,15th,5,modern
L,L5X5X7/16,483,15th,5,modern
L,L5X5X7/8,479,15th,5,modern
L,L6X3.50.25,15562,ASD5,1,modern
L,L6X3.50.3125,15561,ASD5,1,modern
L,L6X3.50.375,15560,ASD5,1,modern
L,L6X3.50.5,15559,ASD5,1,modern
L,L6X3.5X0.25,13887,ASD7,1,modern
L,L6X3.5X0.3125,11450,LRFD1,4,modern
L,L6X3.5X0.375,11449,LRFD1,4,modern
L,L6X3.5X0.5,11448,LRFD1,4,modern
L,L6X40.3125,15558,ASD5,1,modern
L,L6X40.375,15557,ASD5,1,modern
L,L6X40.4375,15556,ASD5,1,modern
L,L6X40.5,15555,ASD5,1,modern
L,L6X40.5625,15554,ASD5,1,modern
L,L6X40.625,15553,ASD5,1,modern
L,L6X40.75,15552,ASD5,1,modern
L,L6X40.875,15551,ASD5,1,modern
L,L6X4X0.25,13883,ASD7,1,modern
L,L6X4X0.3125,11447,LRFD1,4,modern
L,L6X4X0.375,11446,LRFD1,4,modern
L,L6X4X0.4375,11445,LRFD1,4,modern
L,L6X4X0.5,11444,LRFD1,4,modern
L,L6X4X0.5625,11443,LRFD1,4,modern
L,L6X4X0.625,11442,LRFD1,4,modern
L,L6X4X0.75,11441,LRFD1,4,modern
L,L6X4X0.875,11440,LRFD1,4,modern
L,L6X6X0.3125,11439,LRFD1,4,modern
L,L6X6X0.375,11438,LRFD1,4,modern
L,L6X6X0.4375,11437,LRFD1,4,modern
L,L6X6X0.5,11436,LRFD1,4,modern
L,L6X6X0.5625,11435,LRFD1,4,modern
L,L6X6X0.625,11434,LRFD1,4,modern
L,L6X6X0.75,11433,LRFD1,4,modern
L,L6X6X0.875,11432,LRFD1,4,modern
L,L6X6X1,459,15th,9,modern
L,L6X6X1/2,464,15th,5,modern
L,L6X6X3/4,461,15th,5,modern
L,L6X6X3/8,466,15th,5,modern
L,L6X6X5/16,467,15th,5,modern
L,L6X6X5/8,462,15th,5,modern
L,L6X6X7/16,465,15th,5,modern
L,L6X6X7/8,460,15th,5,modern
L,L6X6X9/16,463,15th,5,modern
L,L7X40.375,15550,ASD5,1,modern
L,L7X40.4375,15549,ASD5,1,modern
L,L7X40.5,15548,ASD5,1,modern
L,L7X40.5625,15547,ASD5,1,modern
L,L7X40.625,15546,ASD5,1,modern
L,L7X40.75,15545,ASD5,1,modern
L,L7X40.875,15544,ASD5,1,modern
L,L7X4X0.375,11430,LRFD1,4,modern
L,L7X4X0.4375,13873,ASD7,1,modern
L,L7X4X0.5,11429,LRFD1,4,modern
L,L7X4X0.5625,13871,ASD7,1,modern
L,L7X4X0.625,11428,LRFD1,4,modern
L,L7X4X0.75,11427,LRFD1,4,modern
L,L7X4X0.875,13868,ASD7,1,modern
L,L8X40.4375,15543,ASD5,1,modern
L,L8X40.5,15542,ASD5,1,modern
L,L8X40.5625,15541,ASD5,1,modern
L,L8X40.625,15540,ASD5,1,modern
L,L8X40.75,15539,ASD5,1,modern
L,L8X40.875,15538,ASD5,1,modern
L,L8X41,15537,ASD5,1,modern
L,L8X4X0.4375,13867,ASD7,1,modern
L,L8X4X0.5,11426,LRFD1,4,modern
L,L8X4X0.5625,11425,LRFD1,4,modern
L,L8X4X0.625,13864,ASD7,1,modern
L,L8X4X0.75,11424,LRFD1,4,modern
L,L8X4X0.875,13862,ASD7,1,modern
L,L8X60.4375,15536,ASD5,1,modern
L,L8X60.5,15535,ASD5,1,modern
L,L8X60.5625,15534,ASD5,1,modern
L,L8X60.625,15533,ASD5,1,modern
L,L8X60.75,15532,ASD5,1,modern
L,L8X60.875,15531,ASD5,1,modern
L,L8X61,15530,ASD5,1,modern
L,L8X6X0.4375,11422,LRFD1,4,modern
L,L8X6X0.5,11421,LRFD1,4,modern
L,L8X6X0.5625,11420,LRFD1,4,modern
L,L8X6X0.625,11419,LRFD1,4,modern
L,L8X6X0.75,11418,LRFD1,4,modern
L,L8X6X0.875,11417,LRFD1,4,modern
L,L8X8X0.5,11415,LRFD1,4,modern
L,L8X8X0.5625,11414,LRFD1,4,modern
L,L8X8X0.625,11413,LRFD1,4,modern
L,L8X8X0.75,11412,LRFD1,4,modern
L,L8X8X0.875,11411,LRFD1,4,modern
L,L8X8X1-1/8,433,15th,5,modern
L,L8X8X1/2,439,15th,5,modern
L,L8X8X3/4,436,15th,5,modern
L,L8X8X5/8,437,15th,5,modern
L,L8X8X7/8,435,15th,5,modern
L,L8X8X9/16,438,15th,5,modern
L,L9X40.5,15529,ASD5,1,modern
L,L9X40.5625,15528,ASD5,1,modern
L,L9X40.625,15527,ASD5,1,modern
L,L9X40.75,15526,ASD5,1,modern
L,L9X40.875,15525,ASD5,1,modern
L,L9X4X0.5,11408,LRFD1,4,modern
L,L9X4X0.5625,11407,LRFD1,4,modern
L,L9X4X0.625,11406,LRFD1,4,modern
L,L9X4X0.75,13850,ASD7,1,modern
L,L9X4X0.875,13849,ASD7,1,modern
L,L9X4X1,13848,ASD7,2,modern
LWF,LWF4X4,15102,ASD6,1,historical
M,M109,11856,LRFD1,1,modern
M,M10X22.9,14128,ASD7,1,modern
M,M10X29.1,14127,ASD7,1,modern
M,M10X7.5,290,15th,5,modern
M,M10X8,289,15th,6,modern
M,M12.5X11.6,284,15th,3,modern
M,M12.5X12.4,283,15th,3,modern
M,M12X10,287,15th,5,modern
M,M12X10.8,286,15th,6,modern
M,M14X17.2,14125,ASD7,1,modern
M,M3X2.9,300,15th,3,modern
M,M413,11861,LRFD1,1,modern
M,M44,15756,ASD5,1,modern
M,M4X13.8,14143,ASD7,1,modern
M,M4X16.3,14142,ASD7,1,modern
M,M4X18.9,10682,ASD9,1,modern
M,M4X3.2,299,15th,3,modern
M,M4X3.45,298,15th,3,modern
M,M4X4,15103,ASD6,1,modern
M,M4X4.08,297,15th,3,modern
M,M4X6,296,15th,4,modern
M,M518.9,11860,LRFD1,1,modern
M,M55,15755,ASD5,1,modern
M,M5X5,15099,ASD6,1,modern
M,M620,11858,LRFD1,1,modern
M,M64.4,11859,LRFD1,1,modern
M,M6X22.5,14138,ASD7,1,modern
M,M6X3.7,294,15th,4,modern
M,M6X33.75,14137,ASD7,1,modern
M,M7X5.5,14136,ASD7,1,modern
M,M8X18.5,14134,ASD7,1,modern
M,M8X22.5,14133,ASD7,1,modern
M,M8X32.6,14132,ASD7,1,modern
M,M8X34.3,14131,ASD7,1,modern
M,M8X37.7,14130,ASD7,1,modern
M,M8X6.2,292,15th,4,modern
M,M8X8,15091,ASD6,2,modern
M,M9X9,15092,ASD6,1,modern
MC,MC10X21.9,12884,ASD8,2,modern
MC,MC10X22,402,15th,7,modern
MC,MC10X24.9,12883,ASD8,2,modern
MC,MC10X25,401,15th,7,modern
MC,MC10X25.3,12882,ASD8,2,modern
MC,MC10X28.3,12881,ASD8,2,modern
MC,MC10X28.5,400,15th,9,modern
MC,MC10X33.6,399,15th,9,modern
MC,MC10X41.1,398,15th,9,modern
MC,MC10X8.4,403,15th,9,modern
MC,MC12X14.3,396,15th,2,modern
MC,MC12X30.9,12876,ASD8,2,modern
MC,MC12X31,395,15th,7,modern
MC,MC12X32.9,12875,ASD8,2,modern
MC,MC12X35,394,15th,9,modern
MC,MC12X37,12874,ASD8,2,modern
MC,MC12X40,393,15th,9,modern
MC,MC12X45,392,15th,9,modern
MC,MC12X50,391,15th,9,modern
MC,MC13X31.8,390,15th,9,modern
MC,MC13X35,389,15th,9,modern
MC,MC13X40,388,15th,9,modern
MC,MC13X50,387,15th,9,modern
MC,MC18X42.7,386,15th,9,modern
MC,MC18X45.8,385,15th,9,modern
MC,MC18X51.9,384,15th,9,modern
MC,MC18X58,383,15th,9,modern
MC,MC3X7.1,422,15th,4,modern
MC,MC3X9,14054,ASD7,1,modern
MC,MC4X13.8,421,15th,3,modern
MC,MC6X12,418,15th,9,modern
MC,MC6X15.1,417,15th,9,modern
MC,MC6X15.3,415,15th,8,modern
MC,MC6X16.3,416,15th,9,modern
MC,MC6X18,414,15th,9,modern
MC,MC6X6.5,420,15th,3,modern
MC,MC6X7,419,15th,3,modern
MC,MC7X17.6,11773,LRFD1,3,modern
MC,MC7X19.1,413,15th,9,modern
MC,MC7X22.7,412,15th,9,modern
MC,MC8X18.7,410,15th,9,modern
MC,MC8X20,409,15th,9,modern
MC,MC8X21.4,408,15th,9,modern
MC,MC8X22.8,407,15th,8,modern
MC,MC8X8.5,411,15th,9,modern
MC,MC9X22.8,10586,ASD9,1,modern
MC,MC9X23.9,406,15th,9,modern
MC,MC9X25.4,405,15th,9,modern
MT,MT2X6.5,11405,LRFD1,3,modern
MT,MT2X6.9,13386,ASD7,1,modern
MT,MT2X8.15,13385,ASD7,1,modern
MT,MT3.5X2.75,13379,ASD7,1,modern
MT,MT3X1.85,854,15th,4,modern
MT,MT3X11.25,13381,ASD7,1,modern
MT,MT3X16.875,13380,ASD7,1,modern
MT,MT3X2.2,853,15th,8,modern
MT,MT4X11.25,13376,ASD7,1,modern
MT,MT4X16.3,13375,ASD7,1,modern
MT,MT4X17.15,13374,ASD7,1,modern
MT,MT4X18.85,13373,ASD7,1,modern
MT,MT4X3.1,852,15th,4,modern
MT,MT4X3.25,851,15th,9,modern
MT,MT4X9.25,13377,ASD7,1,modern
MT,MT5X11.45,13371,ASD7,1,modern
MT,MT5X14.55,13370,ASD7,1,modern
MT,MT5X3.75,850,15th,4,modern
MT,MT5X4,849,15th,5,modern
MT,MT5X4.5,848,15th,9,modern
MT,MT6.25X5.8,844,15th,3,modern
MT,MT6.25X6.2,843,15th,3,modern
MT,MT6X5,847,15th,4,modern
MT,MT6X5.4,846,15th,5,modern
MT,MT6X5.9,845,15th,9,modern
MT,MT7X8.6,13368,ASD7,1,modern
MT,MT7X9,11398,LRFD1,3,modern
P,P0.125,14431,ASD6,1,historical
P,P0.25,14432,ASD6,1,historical
P,P0.375,14433,ASD6,1,historical
P,P0.5,11159,LRFD1,5,historical
P,P0.75,11160,LRFD1,5,historical
P,P1,11161,LRFD1,5,historical
P,P1.25,11162,LRFD1,5,historical
P,P1.5,11163,LRFD1,5,historical
P,P10,11172,LRFD1,5,historical
P,P12,11173,LRFD1,5,historical
P,P2,11164,LRFD1,5,historical
P,P2.5,11165,LRFD1,5,historical
P,P3,11166,LRFD1,5,historical
P,P3.5,11167,LRFD1,5,historical
P,P4,11168,LRFD1,5,historical
P,P5,11169,LRFD1,5,historical
P,P6,11170,LRFD1,5,historical
P,P8,11171,LRFD1,5,historical
PIPE,PIPE1-1/2SCH40,7952,LRFD3,1,modern
PIPE,PIPE1-1/2SCH80,7967,LRFD3,1,modern
PIPE,PIPE1-1/4SCH40,7951,LRFD3,1,modern
PIPE,PIPE1-1/4SCH80,7966,LRFD3,1,modern
PIPE,PIPE1/2SCH40,7948,LRFD3,1,modern
PIPE,PIPE1/2SCH80,7963,LRFD3,1,modern
PIPE,PIPE10SCH40,7961,LRFD3,1,modern
PIPE,PIPE10SCH60,7976,LRFD3,1,modern
PIPE,PIPE10XXS,2083,15th,1,modern
PIPE,PIPE12XXS,2082,15th,1,modern
PIPE,PIPE14STD,2045,15th,1,modern
PIPE,PIPE14XS,2066,15th,1,modern
PIPE,PIPE16STD,2044,15th,1,modern
PIPE,PIPE16XS,2065,15th,1,modern
PIPE,PIPE18STD,2043,15th,1,modern
PIPE,PIPE18XS,2064,15th,1,modern
PIPE,PIPE1SCH40,7950,LRFD3,1,modern
PIPE,PIPE1SCH80,7965,LRFD3,1,modern
PIPE,PIPE2-1/2SCH40,7954,LRFD3,1,modern
PIPE,PIPE2-1/2SCH80,7969,LRFD3,1,modern
PIPE,PIPE20STD,2042,15th,1,modern
PIPE,PIPE20XS,2063,15th,1,modern
PIPE,PIPE24STD,2041,15th,1,modern
PIPE,PIPE24XS,2062,15th,1,modern
PIPE,PIPE26STD,2040,15th,1,modern
PIPE,PIPE26XS,2061,15th,1,modern
PIPE,PIPE2SCH40,7953,LRFD3,1,modern
PIPE,PIPE2SCH80,7968,LRFD3,1,modern
PIPE,PIPE3-1/2SCH40,7956,LRFD3,1,modern
PIPE,PIPE3-1/2SCH80,7971,LRFD3,1,modern
PIPE,PIPE3/4SCH40,7949,LRFD3,1,modern
PIPE,PIPE3/4SCH80,7964,LRFD3,1,modern
PIPE,PIPE3SCH40,7955,LRFD3,1,modern
PIPE,PIPE3SCH80,7970,LRFD3,1,modern
PIPE,PIPE4SCH40,7957,LRFD3,1,modern
PIPE,PIPE4SCH80,7972,LRFD3,1,modern
PIPE,PIPE5SCH40,7958,LRFD3,1,modern
PIPE,PIPE5SCH80,7973,LRFD3,1,modern
PIPE,PIPE6SCH40,7959,LRFD3,1,modern
PIPE,PIPE6SCH80,7974,LRFD3,1,modern
PIPE,PIPE8SCH40,7960,LRFD3,1,modern
PIPE,PIPE8SCH80,7975,LRFD3,1,modern
S,S10X21,16337,Historic,1,modern
S,S10X22,16335,Historic,1,modern
S,S10X22.25,16334,Historic,1,modern
S,S10X22.4,16333,Historic,1,modern
S,S10X23,16332,Historic,1,modern
S,S10X23.33,16331,Historic,1,modern
S,S10X23.5,16330,Historic,1,modern
S,S10X23.8,16329,Historic,1,modern
S,S10X25.33,16324,Historic,1,modern
S,S10X25.4,319,15th,10,modern
S,S10X25.9,16319,Historic,1,modern
S,S10X27,16318,Historic,1,modern
S,S10X28,16317,Historic,1,modern
S,S10X29.8,16316,Historic,1,modern
S,S10X30.13,16309,Historic,1,modern
S,S10X30.3,16308,Historic,1,modern
S,S10X31.5,16307,Historic,1,modern
S,S10X32,16305,Historic,1,modern
S,S10X33,16302,Historic,1,modern
S,S10X34.9,16301,Historic,1,modern
S,S10X35,318,15th,10,modern
S,S10X45,16288,Historic,1,modern
S,S12X25,16285,Historic,1,modern
S,S12X27.5,16282,Historic,1,modern
S,S12X27.9,16281,Historic,1,modern
S,S12X28,16279,Historic,1,modern
S,S12X30,16278,Historic,1,modern
S,S12X30.5,16277,Historic,1,modern
S,S12X30.6,16276,Historic,1,modern
S,S12X31.5,16272,Historic,1,modern
S,S12X31.67,16271,Historic,1,modern
S,S12X31.8,317,15th,10,modern
S,S12X32,16267,Historic,1,modern
S,S12X34.1,16266,Historic,1,modern
S,S12X35,316,15th,10,modern
S,S12X36,16260,Historic,1,modern
S,S12X36.6,16259,Historic,1,modern
S,S12X37.5,16258,Historic,1,modern
S,S12X38,16257,Historic,1,modern
S,S12X38.4,16256,Historic,1,modern
S,S12X39,16254,Historic,1,modern
S,S12X39.4,16253,Historic,1,modern
S,S12X40,16246,Historic,1,modern
S,S12X40.8,315,15th,10,modern
S,S12X44.1,16243,Historic,1,modern
S,S12X45,16236,Historic,1,modern
S,S12X47.6,16235,Historic,1,modern
S,S12X48,16234,Historic,1,modern
S,S12X55,16220,Historic,1,modern
S,S12X55.5,16219,Historic,1,modern
S,S12X56.67,16218,Historic,1,modern
S,S12X56.7,16217,Historic,1,modern
S,S12X60,16213,Historic,1,modern
S,S12X65,16211,Historic,1,modern
S,S12X66.9,16210,Historic,1,modern
S,S15X100,16090,Historic,1,modern
S,S15X33,16209,Historic,1,modern
S,S15X35,16208,Historic,1,modern
S,S15X36,16204,Historic,1,modern
S,S15X37.3,16203,Historic,1,modern
S,S15X37.5,16202,Historic,1,modern
S,S15X39,16201,Historic,1,modern
S,S15X41,16199,Historic,1,modern
S,S15X41.2,16198,Historic,1,modern
S,S15X42,16195,Historic,1,modern
S,S15X42.4,16194,Historic,1,modern
S,S15X42.9,313,15th,10,modern
S,S15X45,16185,Historic,1,modern
S,S15X47.5,16184,Historic,1,modern
S,S15X48,16183,Historic,1,modern
S,S15X49.3,16182,Historic,1,modern
S,S15X50,312,15th,10,modern
S,S15X52.9,16175,Historic,1,modern
S,S15X55,16168,Historic,1,modern
S,S15X56.5,16167,Historic,1,modern
S,S15X56.9,16166,Historic,1,modern
S,S15X57.6,16165,Historic,1,modern
S,S15X59,16164,Historic,1,modern
S,S15X60,16158,Historic,1,modern
S,S15X60.8,16156,Historic,1,modern
S,S15X65,16151,Historic,1,modern
S,S15X66.67,16149,Historic,1,modern
S,S15X69.2,16147,Historic,1,modern
S,S15X70,16140,Historic,1,modern
S,S15X70.4,16139,Historic,1,modern
S,S15X75,16131,Historic,1,modern
S,S15X80,16122,Historic,1,modern
S,S15X81.3,16119,Historic,1,modern
S,S15X85,16112,Historic,1,modern
S,S15X85.1,16111,Historic,1,modern
S,S15X90,16104,Historic,1,modern
S,S15X95,16097,Historic,1,modern
S,S18X46,16088,Historic,1,modern
S,S18X48,16087,Historic,1,modern
S,S18X48.2,16086,Historic,1,modern
S,S18X54.7,311,15th,10,modern
S,S18X55,16079,Historic,1,modern
S,S18X60,16073,Historic,1,modern
S,S18X65,16067,Historic,1,modern
S,S18X67,16066,Historic,1,modern
S,S18X70,310,15th,10,modern
S,S18X75,16056,Historic,1,modern
S,S18X75.6,16055,Historic,1,modern
S,S18X80,16051,Historic,1,modern
S,S18X85,16048,Historic,1,modern
S,S18X90,16045,Historic,1,modern
S,S20X100,15977,Historic,1,modern
S,S20X64,16044,Historic,1,modern
S,S20X64.8,16043,Historic,1,modern
S,S20X65,16040,Historic,1,modern
S,S20X65.4,14102,ASD7,2,modern
S,S20X66,309,15th,8,modern
S,S20X66.67,16037,Historic,1,modern
S,S20X75,308,15th,10,modern
S,S20X78,16021,Historic,1,modern
S,S20X80,16015,Historic,1,modern
S,S20X81.4,16013,Historic,1,modern
S,S20X81.7,16012,Historic,1,modern
S,S20X85,14100,ASD7,2,modern
S,S20X86,307,15th,8,modern
S,S20X90,15994,Historic,1,modern
S,S20X95,14099,ASD7,2,modern
S,S20X96,306,15th,8,modern
S,S20X98.4,15985,Historic,1,modern
S,S24X100,303,15th,10,modern
S,S24X105,15948,Historic,1,modern
S,S24X105.9,14095,ASD7,2,modern
S,S24X106,302,15th,8,modern
S,S24X110,15945,Historic,1,modern
S,S24X115,15943,Historic,1,modern
S,S24X120,14094,ASD7,2,modern
S,S24X121,301,15th,8,modern
S,S24X79.9,14098,ASD7,2,modern
S,S24X80,305,15th,9,modern
S,S24X85,15966,Historic,1,modern
S,S24X90,304,15th,10,modern
S,S24X95,15955,Historic,1,modern
S,S3.5X5.8,16587,Historic,1,modern
S,S3.5X6,16586,Historic,1,modern
S,S3X5.1,16616,Historic,1,modern
S,S3X5.2,16615,Historic,1,modern
S,S3X5.3,16612,Historic,1,modern
S,S3X5.5,16609,Historic,1,modern
S,S3X6,16606,Historic,1,modern
S,S3X6.3,16605,Historic,1,modern
S,S3X6.5,16600,Historic,1,modern
S,S3X6.8,16599,Historic,1,modern
S,S3X6.83,16598,Historic,1,modern
S,S3X6.93,16597,Historic,1,modern
S,S3X7.5,327,15th,10,modern
S,S3X9,16589,Historic,1,modern
S,S3X9.07,16588,Historic,1,modern
S,S4X10.2,16556,Historic,1,modern
S,S4X10.5,16552,Historic,1,modern
S,S4X10.67,16551,Historic,1,modern
S,S4X11.3,16550,Historic,1,modern
S,S4X11.46,16549,Historic,1,modern
S,S4X6,16584,Historic,1,modern
S,S4X6.2,16583,Historic,1,modern
S,S4X6.85,16582,Historic,1,modern
S,S4X7,16581,Historic,1,modern
S,S4X7.9,16574,Historic,1,modern
S,S4X8,16573,Historic,1,modern
S,S4X8.3,16572,Historic,1,modern
S,S4X8.4,16571,Historic,1,modern
S,S4X8.5,16567,Historic,1,modern
S,S4X9,16566,Historic,1,modern
S,S4X9.4,16565,Historic,1,modern
S,S4X9.5,325,15th,10,modern
S,S512.5,16530,Historic,1,modern
S,S5X12,16536,Historic,1,modern
S,S5X12.25,16532,Historic,1,modern
S,S5X12.3,16531,Historic,1,modern
S,S5X13,16527,Historic,1,modern
S,S5X14,16526,Historic,1,modern
S,S5X14.75,11848,LRFD1,5,modern
S,S5X15,16520,Historic,1,modern
S,S5X17.33,16517,Historic,1,modern
S,S5X9.1,16546,Historic,1,modern
S,S5X9.4,16545,Historic,1,modern
S,S5X9.75,16542,Historic,1,modern
S,S6X11.6,16516,Historic,1,modern
S,S6X11.9,16515,Historic,1,modern
S,S6X12,16514,Historic,1,modern
S,S6X12.25,16512,Historic,1,modern
S,S6X12.27,16511,Historic,1,modern
S,S6X12.5,323,15th,10,modern
S,S6X12.75,16508,Historic,1,modern
S,S6X13,16507,Historic,1,modern
S,S6X13.33,16506,Historic,1,modern
S,S6X14.75,16502,Historic,1,modern
S,S6X15,16500,Historic,1,modern
S,S6X15.2,16499,Historic,1,modern
S,S6X15.5,16498,Historic,1,modern
S,S6X16,16497,Historic,1,modern
S,S6X16.1,16496,Historic,1,modern
S,S6X16.6,16495,Historic,1,modern
S,S6X16.67,16494,Historic,1,modern
S,S6X17.2,4401,13th,1,modern
S,S6X17.25,322,15th,9,modern
S,S6X17.5,16489,Historic,1,modern
S,S6X18,16488,Historic,1,modern
S,S6X18.33,16487,Historic,1,modern
S,S6X21.67,16483,Historic,1,modern
S,S6X23.9,16482,Historic,1,modern
S,S6X27.7,16481,Historic,1,modern
S,S6X32.3,16479,Historic,1,modern
S,S6X37.4,16477,Historic,1,modern
S,S6X41,16475,Historic,1,modern
S,S6X46.1,16474,Historic,1,modern
S,S7X14.6,16472,Historic,1,modern
S,S7X15,16468,Historic,1,modern
S,S7X15.25,16467,Historic,1,modern
S,S7X15.3,11845,LRFD1,5,modern
S,S7X15.5,16464,Historic,1,modern
S,S7X17.5,16459,Historic,1,modern
S,S7X17.9,16458,Historic,1,modern
S,S7X18,16457,Historic,1,modern
S,S7X18.3,16456,Historic,1,modern
S,S7X19,16455,Historic,1,modern
S,S7X20.2,16447,Historic,1,modern
S,S7X21.33,16446,Historic,1,modern
S,S7X22,16444,Historic,1,modern
S,S7X25.2,16443,Historic,1,modern
S,S7X26.67,16442,Historic,1,modern
S,S8X17,16441,Historic,1,modern
S,S8X17.23,16440,Historic,1,modern
S,S8X17.4,16439,Historic,1,modern
S,S8X17.5,16437,Historic,1,modern
S,S8X18.4,321,15th,10,modern
S,S8X19,16425,Historic,1,modern
S,S8X20,16424,Historic,1,modern
S,S8X20.25,16422,Historic,1,modern
S,S8X20.5,16415,Historic,1,modern
S,S8X21,16414,Historic,1,modern
S,S8X21.2,16413,Historic,1,modern
S,S8X21.7,16412,Historic,1,modern
S,S8X22,16409,Historic,1,modern
S,S8X22.75,16407,Historic,1,modern
S,S8X23,320,15th,10,modern
S,S8X24.3,16399,Historic,1,modern
S,S8X25,16394,Historic,1,modern
S,S8X25.25,16392,Historic,1,modern
S,S8X25.5,16385,Historic,1,modern
S,S8X27,16383,Historic,1,modern
S,S8X28.33,16382,Historic,1,modern
S,S8X32,16381,Historic,1,modern
S,S9X19.75,16380,Historic,1,modern
S,S9X20.03,16379,Historic,1,modern
S,S9X20.5,16378,Historic,1,modern
S,S9X21.45,16372,Historic,1,modern
S,S9X21.8,16370,Historic,1,modern
S,S9X23.33,16369,Historic,1,modern
S,S9X25.4,16359,Historic,1,modern
S,S9X26,16358,Historic,1,modern
S,S9X27,16357,Historic,1,modern
S,S9X28.33,16356,Historic,1,modern
S,S9X28.6,16355,Historic,1,modern
S,S9X33,16345,Historic,1,modern
S,S9X35,16338,Historic,1,modern
ST,ST1.5X2.85,884,15th,8,modern
ST,ST1.5X3.75,883,15th,8,modern
ST,ST10X32.7,13345,ASD7,1,modern
ST,ST10X33,865,15th,8,modern
ST,ST10X37.5,864,15th,9,modern
ST,ST10X42.5,13343,ASD7,1,modern
ST,ST10X43,863,15th,8,modern
ST,ST10X47.5,13342,ASD7,1,modern
ST,ST10X48,862,15th,8,modern
ST,ST12X39.95,13341,ASD7,1,modern
ST,ST12X40,861,15th,8,modern
ST,ST12X45,860,15th,9,modern
ST,ST12X50,859,15th,9,modern
ST,ST12X52.95,13338,ASD7,1,modern
ST,ST12X53,858,15th,8,modern
ST,ST12X60,13337,ASD7,1,modern
ST,ST12X60.5,857,15th,8,modern
ST,ST1X2.85,10213,ASD9,1,modern
ST,ST1X3.75,10212,ASD9,1,modern
ST,ST2.5X5,880,15th,8,modern
ST,ST2.5X7.375,11392,LRFD1,4,modern
ST,ST2X3.85,882,15th,9,modern
ST,ST2X4.75,881,15th,9,modern
ST,ST2X5,13363,ASD7,1,modern
ST,ST3.5X10,11388,LRFD1,4,modern
ST,ST3.5X7.65,11389,LRFD1,4,modern
ST,ST3X6.25,879,15th,9,modern
ST,ST3X8.6,878,15th,3,modern
ST,ST3X8.625,11390,LRFD1,4,modern
ST,ST3X8.63,6870,LRFD3,2,modern
ST,ST4X11.5,876,15th,9,modern
ST,ST4X9.2,877,15th,9,modern
ST,ST5X12.7,875,15th,9,modern
ST,ST5X17.5,874,15th,9,modern
ST,ST6X15.9,873,15th,9,modern
ST,ST6X17.5,872,15th,9,modern
ST,ST6X20.4,871,15th,9,modern
ST,ST6X25,870,15th,9,modern
ST,ST7.5X21.45,869,15th,9,modern
ST,ST7.5X25,868,15th,9,modern
ST,ST9X27.35,867,15th,9,modern
ST,ST9X35,866,15th,9,modern
ST JR,STJR3,14787,ASD6,2,historical
ST JR,STJR3.5,14786,ASD6,2,historical
ST JR,STJR4,14785,ASD6,2,historical
ST JR,STJR4.5,15371,ASD5,1,historical
ST JR,STJR5,14784,ASD6,2,historical
ST JR,STJR5.5,15369,ASD5,1,historical
ST JR,STJR6,14783,ASD6,2,historical
ST R,STR10X2X0.1875,9835,ASD9,1,historical
ST R,STR10X2X0.25,9834,ASD9,1,historical
ST R,STR10X2X0.3125,9833,ASD9,1,historical
ST R,STR10X2X0.375,9832,ASD9,1,historical
ST R,STR10X4X0.1875,9831,ASD9,1,historical
ST R,STR10X4X0.25,9830,ASD9,1,historical
ST R,STR10X4X0.3125,9829,ASD9,1,historical
ST R,STR10X4X0.375,9828,ASD9,1,historical
ST R,STR10X4X0.5,9827,ASD9,1,historical
ST R,STR10X4X0.5625,9826,ASD9,1,historical
ST R,STR10X5X0.1875,9825,ASD9,1,historical
ST R,STR10X5X0.25,9824,ASD9,1,historical
