family,designation,source_row_id,source_edition,A,d,W
CB,CB102,18645,Historic,10.58,10.00,36.0
CB,CB102,18651,Historic,9.11,10.00,31.0
CB,CB102N,17641,Historic,13.22,10.12,45.0
CB,CB102N,17650,Historic,12.06,10.00,41.0
CB,CB102N,17657,Historic,10.85,9.88,37.0
CB,CB102N,18630,Historic,13.22,10.12,45.0
CB,CB102N,18637,Historic,12.06,10.00,41.0
CB,CB102N,18644,Historic,10.85,9.88,37.0
CB,CB102N,18649,Historic,9.72,9.75,33.0
CB,CB103,17621,Historic,18.53,10.00,63.0
CB,CB103,17626,Historic,16.47,10.00,56.0
CB,CB103,17633,Historic,14.41,10.00,49.0
CB,CB103,18599,Historic,18.53,10.00,63.0
CB,CB103,18608,Historic,16.47,10.00,56.0
CB,CB103,18620,Historic,14.41,10.00,49.0
CB,CB103A,17620,Historic,18.81,10.00,64.0
CB,CB103A,17625,Historic,17.34,10.00,59.0
CB,CB103A,17630,Historic,15.87,10.00,54.0
CB,CB103A,17636,Historic,14.40,10.00,49.0
CB,CB103A,18598,Historic,18.81,10.00,64.0
CB,CB103A,18607,Historic,17.34,10.00,59.0
CB,CB103A,18616,Historic,15.87,10.00,54.0
CB,CB103A,18621,Historic,14.40,10.00,49.0
CB,CB103N,17617,Historic,19.43,10.38,66.0
CB,CB103N,17624,Historic,17.65,10.25,60.0
CB,CB103N,17627,Historic,15.89,10.12,54.0
CB,CB103N,17637,Historic,14.38,10.00,49.0
CB,CB103N,18505,Historic,40.01,11.88,136.0
CB,CB103N,18511,Historic,38.23,11.75,130.0
CB,CB103N,18518,Historic,36.45,11.62,124.0
CB,CB103N,18523,Historic,34.68,11.50,118.0
CB,CB103N,18531,Historic,32.92,11.38,112.0
CB,CB103N,18541,Historic,31.16,11.25,106.0
CB,CB103N,18548,Historic,29.42,11.12,100.0
CB,CB103N,18552,Historic,27.92,11.00,95.0
CB,CB103N,18562,Historic,26.17,10.88,89.0
CB,CB103N,18571,Historic,24.41,10.75,83.0
CB,CB103N,18578,Historic,22.65,10.62,77.0
CB,CB103N,18584,Historic,21.17,10.50,72.0
CB,CB103N,18593,Historic,19.43,10.38,66.0
CB,CB103N,18604,Historic,17.65,10.25,60.0
CB,CB103N,18614,Historic,15.89,10.12,54.0
CB,CB103N,18623,Historic,14.38,10.00,49.0
CB,CB104,18559,Historic,27.06,10.00,92.0
CB,CB104,18567,Historic,24.70,10.00,84.0
CB,CB104,18579,Historic,22.65,10.00,77.0
CB,CB104,18589,Historic,20.59,10.00,70.0
CB,CB105,18501,Historic,41.17,10.00,140.0
CB,CB105,18508,Historic,38.81,10.00,132.0
CB,CB105,18517,Historic,36.46,10.00,124.0
CB,CB105,18528,Historic,34.11,10.00,116.0
CB,CB105,18536,Historic,31.76,10.00,108.0
CB,CB105,18549,Historic,29.40,10.00,100.0
CB,CB122,17577,Historic,10.59,12.24,36.0
CB,CB122,17582,Historic,9.99,12.02,34.0
CB,CB122,17589,Historic,9.40,12.12,32.0
CB,CB122,17602,Historic,8.22,12.00,28.0
CB,CB122N,17580,Historic,10.58,12.25,36.0
CB,CB122N,17585,Historic,9.42,12.12,32.0
CB,CB122N,17603,Historic,8.22,12.00,28.0
CB,CB122N,17614,Historic,7.36,11.87,25.0
CB,CB123,17559,Historic,14.69,12.26,50.0
CB,CB123,17564,Historic,13.23,12.13,45.0
CB,CB123,17572,Historic,11.76,12.00,40.0
CB,CB123,18442,Historic,14.69,12.26,50.0
CB,CB123,18450,Historic,13.23,12.13,45.0
CB,CB123,18456,Historic,11.76,12.00,40.0
CB,CB123B,17529,Historic,19.41,12.26,66.0
CB,CB123B,17541,Historic,17.65,12.12,60.0
CB,CB123B,17550,Historic,16.17,12.00,55.0
CB,CB123B,18409,Historic,19.41,12.26,66.0
CB,CB123B,18422,Historic,17.65,12.12,60.0
CB,CB123B,18431,Historic,16.17,12.00,55.0
CB,CB123N,17560,Historic,14.69,12.19,50.0
CB,CB123N,17565,Historic,13.21,12.06,45.0
CB,CB123N,17573,Historic,11.75,11.94,40.0
CB,CB123N,18443,Historic,14.69,12.19,50.0
CB,CB123N,18451,Historic,13.21,12.06,45.0
CB,CB123N,18458,Historic,11.75,11.94,40.0
CB,CB124,17512,Historic,24.41,12.00,83.0
CB,CB124,17520,Historic,22.05,12.00,75.0
CB,CB124,18369,Historic,29.41,12.00,100.0
CB,CB124,18382,Historic,26.76,12.00,91.0
CB,CB124,18390,Historic,24.41,12.00,83.0
CB,CB124,18398,Historic,22.05,12.00,75.0
CB,CB124B,17519,Historic,22.35,12.00,76.0
CB,CB124B,17527,Historic,20.58,12.00,70.0
CB,CB124B,17534,Historic,19.11,12.00,65.0
CB,CB124B,18397,Historic,22.35,12.00,76.0
CB,CB124B,18406,Historic,20.58,12.00,70.0
CB,CB124B,18412,Historic,19.11,12.00,65.0
CB,CB124C,17513,Historic,24.11,12.00,82.0
CB,CB124C,18368,Historic,29.99,12.00,102.0
CB,CB124C,18376,Historic,27.93,12.00,95.0
CB,CB124C,18383,Historic,25.88,12.00,88.0
CB,CB124C,18391,Historic,24.11,12.00,82.0
CB,CB124N,17538,Historic,18.81,12.31,64.0
CB,CB124N,17545,Historic,17.04,12.19,58.0
CB,CB124N,17554,Historic,15.57,12.06,53.0
CB,CB124N,18419,Historic,18.81,12.31,64.0
CB,CB124N,18426,Historic,17.04,12.19,58.0
CB,CB124N,18434,Historic,15.57,12.06,53.0
CB,CB125,18332,Historic,41.18,12.00,140.0
CB,CB125,18342,Historic,38.24,12.00,130.0
CB,CB125,18349,Historic,35.28,12.00,120.0
CB,CB125,18361,Historic,32.34,12.00,110.0
CB,CB125N,17509,Historic,24.98,12.50,85.0
CB,CB125N,17514,Historic,23.22,12.38,79.0
CB,CB125N,17523,Historic,21.15,12.25,72.0
CB,CB125N,17535,Historic,19.09,12.12,65.0
CB,CB125N,18290,Historic,55.86,14.38,190.0
CB,CB125N,18300,Historic,51.75,14.12,176.0
CB,CB125N,18305,Historic,49.69,14.00,169.0
CB,CB125N,18312,Historic,47.33,13.88,161.0
CB,CB125N,18318,Historic,45.27,13.75,154.0
CB,CB125N,18326,Historic,43.21,13.62,147.0
CB,CB125N,18333,Historic,41.15,13.50,140.0
CB,CB125N,18340,Historic,39.10,13.38,133.0
CB,CB125N,18345,Historic,37.04,13.25,126.0
CB,CB125N,18350,Historic,35.26,13.12,120.0
CB,CB125N,18357,Historic,33.21,13.00,113.0
CB,CB125N,18364,Historic,31.15,12.88,106.0
CB,CB125N,18372,Historic,29.09,12.75,99.0
CB,CB125N,18380,Historic,27.04,12.62,92.0
CB,CB125N,18386,Historic,24.98,12.50,85.0
CB,CB125N,18393,Historic,23.22,12.38,79.0
CB,CB125N,18402,Historic,21.15,12.25,72.0
CB,CB125N,18414,Historic,19.09,12.12,65.0
CB,CB126,18297,Historic,52.94,12.00,180.0
CB,CB126,18303,Historic,50.00,12.00,170.0
CB,CB126,18315,Historic,47.06,12.00,160.0
CB,CB126,18322,Historic,44.12,12.00,150.0
CB,CB127,18280,Historic,67.64,12.00,230.0
CB,CB127,18282,Historic,64.70,12.00,220.0
CB,CB127,18284,Historic,61.76,12.00,210.0
CB,CB127,18286,Historic,58.82,12.00,200.0
CB,CB127,18289,Historic,55.88,12.00,190.0
CB,CB141N,17480,Historic,12.35,14.25,42.0
CB,CB141N,17492,Historic,10.87,14.12,37.0
CB,CB141N,17499,Historic,9.69,14.00,33.0
CB,CB141N,17503,Historic,8.81,13.88,30.0
CB,CB142,17481,Historic,12.35,14.24,42.0
CB,CB142,17484,Historic,11.47,14.16,39.0
CB,CB142,17486,Historic,11.18,14.00,38.0
CB,CB142,17493,Historic,10.58,14.08,36.0
CB,CB142,17497,Historic,9.71,14.00,33.0
CB,CB142N,17465,Historic,17.03,14.06,58.0
CB,CB142N,17469,Historic,15.56,13.94,53.0
CB,CB142N,17473,Historic,14.10,13.81,48.0
CB,CB142N,17476,Historic,12.64,13.68,43.0
CB,CB142N,18213,Historic,17.03,14.06,58.0
CB,CB142N,18222,Historic,15.56,13.94,53.0
CB,CB142N,18228,Historic,14.10,13.81,48.0
CB,CB142N,18233,Historic,12.64,13.68,43.0
CB,CB143,17466,Historic,15.59,14.12,53.0
CB,CB143,17470,Historic,14.12,14.00,48.0
CB,CB143,18219,Historic,15.39,14.12,53.0
CB,CB143,18224,Historic,14.12,14.00,48.0
CB,CB143N,17453,Historic,21.75,14.19,74.0
CB,CB143N,17454,Historic,20.00,14.06,68.0
CB,CB143N,17459,Historic,17.94,13.91,61.0
CB,CB143N,17462,Historic,17.05,14.24,58.0
CB,CB143N,18188,Historic,21.75,14.19,74.0
CB,CB143N,18195,Historic,20.00,14.08,68.0
CB,CB143N,18207,Historic,17.94,13.91,61.0
CB,CB143N,18212,Historic,17.05,14.24,58.0
CB,CB144,17450,Historic,22.05,14.38,75.0
CB,CB144,17457,Historic,19.99,14.24,68.0
CB,CB144,17458,Historic,17.94,14.09,61.0
CB,CB144,18185,Historic,22.05,14.38,75.0
CB,CB144,18197,Historic,19.99,14.24,68.0
CB,CB144,18205,Historic,17.94,14.09,61.0
CB,CB144N,17446,Historic,24.68,14.18,84.0
CB,CB144N,17447,Historic,22.94,14.06,78.0
CB,CB144N,18173,Historic,24.68,14.18,84.0
CB,CB144N,18181,Historic,22.94,14.06,78.0
CB,CB145,17430,Historic,30.88,14.37,105.0
CB,CB145,17437,Historic,27.93,14.19,95.0
CB,CB145,17443,Historic,24.99,14.00,85.0
CB,CB145,18169,Historic,24.99,14.00,85.0
CB,CB145N,17416,Historic,39.98,14.75,136.0
CB,CB145N,17418,Historic,37.33,14.62,127.0
CB,CB145N,17424,Historic,34.97,14.50,119.0
CB,CB145N,17428,Historic,32.62,14.37,111.0
CB,CB145N,17431,Historic,30.27,14.25,103.0
CB,CB145N,17438,Historic,27.92,14.12,95.0
CB,CB145N,17439,Historic,25.56,14.00,87.0
CB,CB145N,18103,Historic,44.98,15.00,153.0
CB,CB145N,18115,Historic,42.62,14.88,145.0
CB,CB145N,18122,Historic,39.98,14.75,136.0
CB,CB145N,18128,Historic,37.33,14.62,127.0
CB,CB145N,18135,Historic,34.97,14.50,119.0
CB,CB145N,18142,Historic,32.62,14.37,111.0
CB,CB145N,18148,Historic,30.88,14.37,105.0
CB,CB145N,18149,Historic,30.27,14.25,103.0
CB,CB145N,18157,Historic,27.93,14.19,95.0
CB,CB145N,18158,Historic,27.92,14.12,95.0
CB,CB145N,18166,Historic,25.56,14.00,87.0
CB,CB146,17417,Historic,39.70,14.45,135.0
CB,CB146,17421,Historic,36.75,14.30,125.0
CB,CB146,17425,Historic,33.82,14.15,115.0
CB,CB146,17429,Historic,31.18,14.02,106.0
CB,CB146,17434,Historic,28.23,13.87,96.0
CB,CB146,17442,Historic,25.28,13.71,86.0
CB,CB146,17952,Historic,124.99,18.51,425.0
CB,CB146,17955,Historic,119.20,18.25,405.0
CB,CB146,17959,Historic,113.22,17.98,385.0
CB,CB146,17965,Historic,107.34,17.71,365.0
CB,CB146,17968,Historic,101.47,17.44,345.0
CB,CB146,17974,Historic,95.58,17.16,325.0
CB,CB146,17980,Historic,89.70,16.89,305.0
CB,CB146,17985,Historic,86.76,16.75,295.0
CB,CB146,17992,Historic,83.82,16.61,285.0
CB,CB146,17997,Historic,80.87,16.47,275.0
CB,CB146,18006,Historic,77.93,16.33,265.0
CB,CB146,18013,Historic,74.99,16.19,255.0
CB,CB146,18023,Historic,72.06,16.05,245.0
CB,CB146,18032,Historic,69.11,15.91,235.0
CB,CB146,18039,Historic,66.17,15.76,225.0
CB,CB146,18047,Historic,63.23,15.62,215.0
CB,CB146,18055,Historic,60.28,15.48,205.0
CB,CB146,18064,Historic,57.34,15.33,195.0
CB,CB146,18072,Historic,54.41,15.19,185.0
CB,CB146,18082,Historic,51.47,15.04,175.0
CB,CB146,18089,Historic,48.52,14.90,165.0
CB,CB146,18098,Historic,45.58,14.75,155.0
CB,CB146,18114,Historic,42.64,14.60,145.0
CB,CB146,18123,Historic,39.70,14.45,135.0
CB,CB146,18126,Historic,38.52,14.16,131.0
CB,CB146,18130,Historic,36.75,14.30,125.0
CB,CB146,18138,Historic,33.82,14.15,115.5
CB,CB146,18147,Historic,31.18,14.02,106.0
CB,CB146,18168,Historic,25.28,13.71,86.0
CB,CB146N,17950,Historic,125.30,18.69,426.0
CB,CB146N,17953,Historic,121.16,18.50,412.0
CB,CB146N,17957,Historic,117.05,18.31,398.0
CB,CB146N,17961,Historic,112.92,18.12,384.0
CB,CB146N,17963,Historic,108.83,17.94,370.0
CB,CB146N,17966,Historic,104.68,17.75,356.0
CB,CB146N,17970,Historic,100.56,17.56,342.0
CB,CB146N,17972,Historic,96.47,17.38,328.0
CB,CB146N,17976,Historic,94.09,16.81,320.0
CB,CB146N,17978,Historic,92.36,17.19,314.0
CB,CB146N,17982,Historic,88.24,17.00,300.0
CB,CB146N,17990,Historic,84.39,16.81,287.0
CB,CB146N,18000,Historic,80.28,16.62,273.0
CB,CB146N,18008,Historic,77.62,16.50,264.0
CB,CB146N,18014,Historic,74.98,16.37,255.0
CB,CB146N,18020,Historic,72.33,16.25,246.0
CB,CB146N,18028,Historic,69.68,16.12,237.0
CB,CB146N,18036,Historic,67.03,16.00,228.0
CB,CB146N,18044,Historic,64.42,15.87,219.0
CB,CB146N,18052,Historic,62.04,15.75,211.0
CB,CB146N,18060,Historic,59.38,15.63,202.0
CB,CB146N,18066,Historic,56.75,15.50,193.0
CB,CB146N,18074,Historic,54.12,15.38,184.0
CB,CB146N,18080,Historic,51.73,15.25,176.0
CB,CB146N,18087,Historic,49.10,15.12,167.0
CB,CB146N,18096,Historic,46.44,15.00,158.0
CB,CB146N,18105,Historic,44.13,14.88,150.0
CB,CB146N,18117,Historic,41.76,14.75,142.0
CB,CB146N,18155,Historic,28.23,13.87,96.0
CB,CB151N,17393,Historic,12.93,15.12,44.0
CB,CB151N,17400,Historic,11.47,15.00,39.0
CB,CB151N,17412,Historic,10.29,14.88,35.0
CB,CB152N,17362,Historic,21.18,15.31,72.0
CB,CB152N,17369,Historic,19.41,15.16,66.0
CB,CB152N,17374,Historic,17.63,15.00,60.0
CB,CB152N,17378,Historic,16.18,14.88,55.0
CB,CB152N,17388,Historic,14.41,15.25,49.0
CB,CB153N,17339,Historic,31.77,15.32,108.0
CB,CB153N,17346,Historic,29.11,15.16,99.0
CB,CB153N,17351,Historic,26.76,15.00,91.0
CB,CB153N,17353,Historic,24.99,14.88,85.0
CB,CB161,17319,Historic,11.17,16.01,38.0
CB,CB161,17325,Historic,10.29,15.93,35.0
CB,CB162,17301,Historic,14.70,16.25,50.0
CB,CB162,17309,Historic,13.23,16.13,45.0
CB,CB162,17311,Historic,12.65,15.93,43.0
CB,CB162,17317,Historic,11.75,16.00,40.0
CB,CB162N,17300,Historic,14.70,16.25,50.0
CB,CB162N,17308,Historic,13.23,16.12,45.0
CB,CB162N,17313,Historic,11.78,16.00,40.0
CB,CB162N,17320,Historic,10.88,15.88,37.0
CB,CB163,17282,Historic,20.00,16.23,68.0
CB,CB163,17290,Historic,18.52,16.11,63.0
CB,CB163,17292,Historic,17.06,16.00,58.0
CB,CB163N,17284,Historic,19.99,16.23,68.0
CB,CB163N,17289,Historic,18.52,16.12,63.0
CB,CB163N,17293,Historic,17.06,16.00,58.0
CB,CB164,17265,Historic,26.46,16.24,90.0
CB,CB164,17270,Historic,24.41,16.12,83.0
CB,CB164,17275,Historic,22.34,16.00,76.0
CB,CB164N,17264,Historic,26.47,16.25,90.0
CB,CB164N,17269,Historic,24.42,16.12,83.0
CB,CB164N,17277,Historic,22.33,16.00,76.0
CB,CB165,17253,Historic,33.82,16.24,115.0
CB,CB165,17256,Historic,31.46,16.11,107.0
CB,CB165,17259,Historic,29.41,16.00,100.0
CB,CB181,17216,Historic,17.05,18.25,58.0
CB,CB181,17232,Historic,15.00,18.02,51.0
CB,CB181,17247,Historic,13.82,18.00,47.0
CB,CB181N,17218,Historic,16.76,18.25,57.0
CB,CB181N,17227,Historic,15.30,18.11,52.0
CB,CB181N,17228,Historic,15.29,18.12,52.0
CB,CB181N,17237,Historic,14.40,18.06,49.0
CB,CB181N,17246,Historic,13.82,18.00,47.0
CB,CB182,17190,Historic,22.94,18.24,78.0
CB,CB182,17194,Historic,22.65,18.15,77.0
CB,CB182,17197,Historic,21.17,18.11,72.0
CB,CB182,17204,Historic,19.69,18.00,67.0
CB,CB182N,17198,Historic,20.59,18.00,70.0
CB,CB182N,17207,Historic,18.83,17.87,64.0
CB,CB183,17169,Historic,29.40,18.24,100.0
CB,CB183,17175,Historic,27.35,18.12,93.0
CB,CB183,17183,Historic,25.29,18.00,86.0
CB,CB183,18750,Historic,12.34,8.36,42.0
CB,CB183N,17171,Historic,29.12,18.27,99.0
CB,CB183N,17180,Historic,27.06,18.14,92.0
CB,CB183N,17184,Historic,25.29,18.02,86.0
CB,CB183N,17188,Historic,25.32,17.90,80.0
CB,CB201N,17153,Historic,17.65,20.12,60.0
CB,CB201N,17161,Historic,16.19,20.00,55.0
CB,CB202N,17129,Historic,28.82,20.38,98.0
CB,CB202N,17130,Historic,25.87,20.18,88.0
CB,CB202N,17135,Historic,23.53,20.00,80.0
CB,CB202N,17137,Historic,21.77,19.88,74.0
CB,CB203N,17105,Historic,42.95,20.38,146.0
CB,CB203N,17111,Historic,39.71,20.18,135.0
CB,CB203N,17116,Historic,36.76,20.00,125.0
CB,CB203N,17119,Historic,33.83,19.82,115.0
CB,CB211,17076,Historic,22.34,21.37,76.0
CB,CB211,17081,Historic,20.59,21.25,70.0
CB,CB211,17085,Historic,18.82,21.13,64.0
CB,CB211,17093,Historic,17.64,21.03,60.0
CB,CB211,17097,Historic,17.05,21.00,58.0
CB,CB211,17100,Historic,16.17,20.89,55.0
CB,CB211N,17078,Historic,21.46,21.33,73.0
CB,CB211N,17084,Historic,19.71,21.21,67.0
CB,CB211N,17088,Historic,18.23,21.10,62.0
CB,CB211N,17096,Historic,17.06,21.00,58.0
CB,CB212,17062,Historic,28.82,21.36,98.0
CB,CB212,17070,Historic,25.28,21.12,86.0
CB,CB212,17074,Historic,23.53,21.00,80.0
CB,CB212N,17063,Historic,28.24,21.38,96.0
CB,CB212N,17067,Historic,26.17,21.24,89.0
CB,CB212N,17071,Historic,24.41,21.12,83.0
CB,CB212N,17075,Historic,22.63,21.00,77.0
CB,CB213,17044,Historic,40.00,21.49,136.0
CB,CB213,17047,Historic,37.65,21.37,128.0
CB,CB213,17052,Historic,35.28,21.25,120.0
CB,CB213,17054,Historic,32.93,21.13,112.0
CB,CB213,17058,Historic,30.57,21.00,104.0
CB,CB213,17066,Historic,27.05,21.24,92.0
CB,CB213N,17053,Historic,34.12,21.26,116.0
CB,CB213N,17057,Historic,31.76,21.14,108.0
CB,CB213N,17061,Historic,29.69,21.02,101.0
CB,CB241N,16989,Historic,23.84,24.12,81.0
CB,CB241N,16999,Historic,21.77,24.00,74.0
CB,CB241N,17009,Historic,20.59,23.88,70.0
CB,CB242,16968,Historic,27.64,24.31,94.0
CB,CB242,16977,Historic,24.99,24.15,85.0
CB,CB242,16996,Historic,22.35,24.00,76.0
CB,CB242N,16972,Historic,27.34,24.26,93.0
CB,CB242N,16978,Historic,24.99,24.10,85.0
CB,CB243,16944,Historic,35.29,24.31,120.0
CB,CB243,16953,Historic,32.34,24.16,110.0
CB,CB243,16962,Historic,29.41,24.00,100.0
CB,CB243N,16947,Historic,35.28,24.31,120.0
CB,CB243N,16952,Historic,32.35,24.16,110.0
CB,CB243N,16963,Historic,29.39,24.00,100.0
CB,CB244,16907,Historic,47.06,24.66,160.0
CB,CB244,16916,Historic,44.10,24.53,150.0
CB,CB244,16925,Historic,41.16,24.39,140.0
CB,CB244,16932,Historic,38.23,24.25,130.0
CB,CB244N,16908,Historic,47.05,24.71,160.0
CB,CB244N,16913,Historic,44.12,24.56,150.0
CB,CB244N,16927,Historic,41.15,24.41,140.0
CB,CB244N,16936,Historic,38.21,24.25,130.0
CB,CB271,16855,Historic,40.29,27.74,137.0
CB,CB271,16856,Historic,36.47,27.54,124.0
CB,CB271,16860,Historic,32.94,27.34,112.0
CB,CB271,16866,Historic,29.70,27.17,101.0
CB,CB271,16875,Historic,26.76,27.00,91.0
CB,CB271,16878,Historic,25.00,26.82,85.0
CB,CB271N,16859,Historic,32.94,27.58,112.0
CB,CB271N,16869,Historic,28.53,27.33,97.0
CB,CB271N,16874,Historic,26.76,27.16,91.0
CB,CB271N,16877,Historic,25.00,27.00,85.0
CB,CB272,16838,Historic,55.87,27.60,190.0
CB,CB272,16841,Historic,51.47,27.40,175.0
CB,CB272,16846,Historic,47.04,27.20,160.0
CB,CB272N,16842,Historic,51.46,27.45,175.0
CB,CB272N,16843,Historic,48.81,27.33,166.0
CB,CB272N,16849,Historic,45.87,27.19,156.0
CB,CB272N,16854,Historic,42.64,27.00,145.0
CB,CB301,16774,Historic,48.52,30.74,165.0
CB,CB301,16776,Historic,44.41,30.54,151.0
CB,CB301,16778,Historic,40.58,30.34,138.0
CB,CB301,16780,Historic,39.70,30.30,135.0
CB,CB301,16787,Historic,37.05,30.16,126.0
CB,CB301,16788,Historic,36.75,30.15,125.0
CB,CB301,16802,Historic,33.81,30.00,115.0
CB,CB301N,16792,Historic,35.85,30.12,122.0
CB,CB301N,16801,Historic,33.84,30.00,115.0
CB,CB301N,16807,Historic,31.77,29.88,108.0
CB,CB302N,16737,Historic,70.58,30.75,240.0
CB,CB302N,16738,Historic,70.58,30.78,240.0
CB,CB302N,16742,Historic,64.70,30.50,220.0
CB,CB302N,16743,Historic,64.70,30.52,220.0
CB,CB302N,16749,Historic,58.83,30.25,200.0
CB,CB302N,16750,Historic,58.82,30.26,200.0
CB,CB302N,16758,Historic,55.88,30.12,190.0
CB,CB302N,16765,Historic,52.96,30.00,180.0
CB,CB302N,16766,Historic,52.93,30.00,180.0
CB,CB302N,16783,Historic,38.52,30.31,131.0
CB,CB331,16707,Historic,49.12,33.53,167.0
CB,CB331,16712,Historic,44.69,33.34,152.0
CB,CB331,16721,Historic,40.58,33.16,138.0
CB,CB331,16733,Historic,36.75,33.00,125.0
CB,CB331N,16711,Historic,44.69,33.50,152.0
CB,CB331N,16720,Historic,41.46,33.31,141.0
CB,CB331N,16735,Historic,36.73,33.00,125.0
CB,CB332,16679,Historic,76.47,33.79,260.0
CB,CB332,16684,Historic,70.58,33.55,240.0
CB,CB332,16693,Historic,64.70,33.27,220.0
CB,CB332,16703,Historic,58.82,33.00,200.0
CB,CB332N,16680,Historic,76.46,33.75,260.0
CB,CB332N,16685,Historic,70.57,33.50,240.0
CB,CB332N,16694,Historic,64.68,33.25,220.0
CB,CB332N,16699,Historic,61.76,33.12,210.0
CB,CB332N,16704,Historic,58.81,33.00,200.0
CB,CB361,16650,Historic,56.47,36.65,192.0
CB,CB361,16658,Historic,51.47,36.40,175.0
CB,CB361,16667,Historic,47.06,36.18,160.0
CB,CB361N,16652,Historic,56.45,36.50,192.0
CB,CB361N,16657,Historic,51.76,36.25,176.0
CB,CB361N,16663,Historic,49.10,36.12,167.0
CB,CB361N,16668,Historic,46.47,36.00,158.0
CB,CB361N,16673,Historic,44.10,35.88,150.0
CB,CB361N,16676,Historic,43.23,36.00,147.0
CB,CB362,16618,Historic,88.23,36.85,300.0
CB,CB362,16626,Historic,80.87,36.55,275.0
CB,CB362,16633,Historic,73.53,36.24,250.0
CB,CB362,16646,Historic,67.65,36.00,230.0
CB,CB362N,16617,Historic,88.23,36.72,300.0
CB,CB362N,16623,Historic,82.34,36.50,280.0
CB,CB362N,16630,Historic,76.46,36.24,260.0
CB,CB362N,16632,Historic,73.54,36.12,250.0
CB,CB362N,16640,Historic,70.58,36.00,240.0
CB,CB362N,16647,Historic,67.63,35.88,230.0
CB,CB51,17843,Historic,5.45,5.12,18.5
CB,CB51,17845,Historic,4.70,5.00,16.0
CB,CB61N,18805,Historic,25.87,6.84,88.0
CB,CB61N,18808,Historic,23.52,6.67,80.0
CB,CB61N,18811,Historic,20.58,6.44,70.0
CB,CB61N,18816,Historic,17.63,6.22,60.0
CB,CB61N,18819,Historic,14.70,5.99,50.0
CB,CB61N,18826,Historic,11.76,5.75,40.0
CB,CB82N,17753,Historic,8.81,8.20,30.0
CB,CB82N,17764,Historic,7.06,8.00,24.0
CB,CB82N,18788,Historic,8.81,8.20,30.0
CB,CB82N,18792,Historic,7.93,8.10,27.0
CB,CB82N,18797,Historic,7.06,8.00,24.0
CB,CB83,17737,Historic,10.58,8.20,36.0
CB,CB83,18689,Historic,26.47,9.61,90.0
CB,CB83,18694,Historic,24.71,9.46,84.0
CB,CB83,18699,Historic,22.93,9.30,78.0
CB,CB83,18705,Historic,21.17,9.15,72.0
CB,CB83,18711,Historic,19.70,9.06,67.0
CB,CB83,18716,Historic,19.40,8.99,66.0
CB,CB83,18723,Historic,17.63,8.84,60.0
CB,CB83,18730,Historic,15.87,8.68,54.0
CB,CB83,18743,Historic,14.10,8.52,48.0
CB,CB83N,17740,Historic,10.28,8.18,35.0
CB,CB83N,17741,Historic,9.70,8.12,33.0
CB,CB83N,17750,Historic,9.10,8.06,31.0
CB,CB83N,18721,Historic,18.22,8.94,62.0
CB,CB83N,18725,Historic,17.04,8.81,58.0
CB,CB83N,18733,Historic,15.57,8.68,53.0
CB,CB83N,18742,Historic,14.10,8.56,48.0
CB,CB83N,18746,Historic,12.92,8.44,44.0
CB,CB83N,18753,Historic,11.74,8.31,40.0
CB,CB83N,18759,Historic,10.58,8.20,36.0
CB,CB83N,18763,Historic,10.28,8.18,35.0
CB,CB83N,18774,Historic,9.70,8.12,33.0
CB,CB83N,18784,Historic,9.10,8.06,31.0
CB,CB92,17715,Historic,10.29,9.19,35.0
CB,CB92,17716,Historic,9.40,9.10,32.0
CB,CB92,17717,Historic,8.53,9.00,29.0
CB,CB92,18675,Historic,10.29,9.19,35.0
CB,CB92,18677,Historic,9.40,9.10,32.0
CB,CB92,18678,Historic,8.53,9.00,29.0
CB,CB93,17704,Historic,14.11,9.24,48.0
CB,CB93,17707,Historic,12.65,9.12,43.0
CB,CB93,17712,Historic,11.17,9.00,38.0
CB,CB93,18669,Historic,14.11,9.24,48.0
CB,CB93,18671,Historic,12.65,9.12,43.0
CB,CB93,18673,Historic,11.17,9.00,38.0
CB,CBL10,17868,Historic,5.61,10.25,19.0
CB,CBL10,17871,Historic,4.98,10.12,17.0
CB,CBL10,17874,Historic,4.40,10.00,15.0
CB,CBL12,17855,Historic,6.47,12.31,22.0
CB,CBL12,17858,Historic,5.62,12.16,19.0
CB,CBL12,17861,Historic,4.86,12.00,16.5
CB,CBL6,17891,Historic,4.72,6.25,16.0
CB,CBL6,17894,Historic,3.53,6.00,12.0
CB,CBL8,17881,Historic,4.43,8.12,15.0
CB,CBL8,17884,Historic,3.83,8.00,13.0
CB,CBS,18872,Historic,5.28,6.09,18.0
CB,CBS,18875,Historic,4.59,6.00,15.5
CB,CBS6,17807,Historic,8.09,6.46,27.5
CB,CBS6,17811,Historic,7.35,6.37,25.0
CB,CBS6,17812,Historic,7.35,6.37,25.0
CB,CBS6,17817,Historic,6.61,6.28,22.5
CB,CBS6,17823,Historic,5.88,6.20,20.0
CB,CBS6,17824,Historic,5.88,6.20,20.0
CB,CBS6,17829,Historic,5.29,6.11,18.0
CB,CBS6,17831,Historic,5.28,6.09,18.0
CB,CBS6,17834,Historic,4.59,6.00,15.5
CB,CBS6,17835,Historic,4.59,6.00,15.5
CB,CBS6,17837,Historic,4.59,6.00,15.5
CB,CBS6,18837,Historic,8.09,6.46,27.5
CB,CBS6,18847,Historic,7.35,6.37,25.0
CB,CBS6,18859,Historic,6.61,6.28,22.5
